"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","ligninSampleID","collectDate","analysisDate","analyticalRepNumber","dryMass","digestVolume","foliarPhosphorusConc","foliarPotassiumConc","foliarCalciumConc","foliarMagnesiumConc","foliarSulfurConc","foliarManganeseConc","foliarIronConc","foliarCopperConc","foliarBoronConc","foliarZincConc","measurementQF","accuracyQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"bb3a92da-6ab0-4677-8d0f-e12f1bdf57d2","SCBI_008.basePlot.cfc","D02","SCBI","SCBI_008","distributed","HvxvVDlCk18b8byyzvtwUShRHIk63Dg7AcG3DtgFtvI=","HvxvVDlCk18b8byyzvtwUShRHIk63Dg7t5nOzAtP6C4=","2017-08-01T20:14Z","2018-03-19",1,0.107,50,0.16,0.92,0.91,0.31,0.13,471.9,45.7,7.2,43.3,12.7,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"85178e9b-8ebd-440f-a102-60f16a649bd5","SCBI_011.basePlot.cfc","D02","SCBI","SCBI_011","distributed","HvxvVDlCk19LcyNt9Gpiizjew9YqWN5pjCHvvNaOZ5A=","HvxvVDlCk19LcyNt9Gpiizjew9YqWN5p0JYcdasinSA=","2017-08-01T21:20Z","2018-03-19",1,0.109,50,0.14,1.55,1.56,0.64,0.13,199.5,87.7,8.7,20.9,27.4,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"f3be861f-960a-48b7-bad5-326785cef3d7","SCBI_047.basePlot.cfc","D02","SCBI","SCBI_047","tower","HvxvVDlCk1///5x2e0+GBQoeE/Pusmmq+V9J519zxOo=","HvxvVDlCk1///5x2e0+GBQoeE/Pusmmqh53/ogMH6X6Pl7pBIbygsw==","2017-08-02T14:00Z","2018-03-19",1,0.106,50,0.13,0.62,0.56,0.25,0.16,365.6,72.4,6.4,15,25.6,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"6ca764b0-c6ab-4c22-95c7-29e50bf75572","SCBI_067.basePlot.cfc","D02","SCBI","SCBI_067","tower","HvxvVDlCk19wFqR6DOcuD956vK5ubnMkeM0bIIJ/Cjw=","HvxvVDlCk19wFqR6DOcuD956vK5ubnMk8K4Y+4pfL1aAe9TohQ/sHw==","2017-08-02T17:40Z","2018-03-19",1,0.102,50,0.23,1.82,1.37,0.27,0.16,114.8,54.6,6.4,58.7,23.4,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"ea6ef8fd-0279-4730-8783-cf7870afc5ae","SCBI_067.basePlot.cfc","D02","SCBI","SCBI_067","tower","HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXg7Sqy1nrRIk=","HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXA4w/xRNI/LY=","2017-08-02T18:40Z","2018-03-19",1,0.108,50,0.26,1.3,2.17,0.36,0.12,1381.8,40,7.6,60.7,27.7,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"ad205399-a1d1-4324-bdc9-51fdf5f16518","SCBI_067.basePlot.cfc","D02","SCBI","SCBI_067","tower","HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHZrBp7emRViY=","HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHEohen7BD8PQ=","2017-08-02T19:32Z","2018-03-19",1,0.102,50,0.23,1.62,0.8,0.63,0.14,102.5,53.9,11.8,19.6,21.2,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"6a36f3bd-8f2f-4a25-ba4a-2b4820e233b4","SCBI_047.basePlot.cfc","D02","SCBI","SCBI_047","tower","HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphddYCRZmtPBE=","HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphbeunboksuNM=","2017-08-03T02:40Z","2018-03-19",1,0.107,50,0.18,1.35,0.62,0.32,0.13,134.6,43.2,5.5,22.3,22.8,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"e781d367-00dc-48c0-974f-2293963f88d1","SCBI_047.basePlot.cfc","D02","SCBI","SCBI_047","tower","HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv97pyHjjtirpY=","HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv911eMbci8D10=","2017-08-03T03:15Z","2018-03-19",1,0.101,50,0.12,1.1,1.17,0.45,0.13,146.2,56.2,5.9,21.3,38,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"62af80b9-38ad-44c1-8f4f-4de1048ebcaa","SCBI_007.basePlot.cfc","D02","SCBI","SCBI_007","distributed","HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11XV8Ce9pi0ok=","HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11fPNeZGoEbVY=","2017-08-03T06:31Z","2018-03-19",1,0.106,50,0.16,0.72,1.01,0.25,0.13,165.4,55,8.3,44.3,29.4,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"566542b1-a7e8-4a5a-8ece-cede24ec78a5","SCBI_006.basePlot.cfc","D02","SCBI","SCBI_006","distributed","HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/QWHs8qOOPWoY=","HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/Q71NlW0E9tmA=","2017-08-03T13:00Z","2018-03-19",1,0.109,50,0.12,0.4,1.35,0.21,0.08,139.2,49.7,6.4,16.3,17.9,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"96857f3c-ea0f-4aea-827a-187ff7286a7b","SCBI_007.basePlot.cfc","D02","SCBI","SCBI_007","distributed","HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7m6HIQuCRp2Fo=","HvxvVDlCk19Pd6bAjlEziyVIR/vQwK7mkEmYgsRGdd4=","2017-08-03T15:30Z","2018-03-19",1,0.102,50,0.17,0.81,1.41,0.48,0.14,650.4,76.8,10.6,17.7,67.6,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
"b2b77b1d-b4ab-4e05-a86d-d261d2d33e91","SCBI_010.basePlot.cfc","D02","SCBI","SCBI_010","distributed","HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6I2JbqHTaCf8=","HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6AYDPrnpCAGfGwM24XKjIWQ==","2017-08-03T19:00Z","2018-03-19",1,0.102,50,0.28,1.47,1.58,0.5,0.23,174.9,109.9,6.2,58.1,40.9,"0","1","Ca SRM not passing","University of Florida Wetland Biogeochemistry Laboratory","SOP - BGTML025 Plant Samples Digestion and Analysis in ICPMS","itZv6wIUt8zCWgzMtO5itQ==","8kr+qfmeu1FQ7vvHWE7F/A==",NA
